station_id,street_name,station_lat,station_lon,borough
3136,5 Ave & E 63 St,40.766368,-73.971518,Manhattan
3137,5 Ave & E 73 St,40.77282817,-73.96685276,Manhattan
3139,E 72 St & Park Ave,40.77118287540658,-73.96409422159195,Manhattan
3140,1 Ave & E 78 St,40.77140426,-73.9535166,Manhattan
3141,1 Ave & E 68 St,40.76500525,-73.95818491,Manhattan
3142,1 Ave & E 62 St,40.7612274,-73.96094022,Manhattan
3143,5 Ave & E 78 St,40.77632142182271,-73.96427392959595,Manhattan
3145,E 84 St & Park Ave,40.77862688,-73.95772073,Manhattan
3146,E 81 St & 3 Ave,40.77573034,-73.9567526,Manhattan
3147,E 85 St & 3 Ave,40.77801203,-73.95407149,Manhattan
3148,E 84 St & 1 Ave,40.77565541,-73.95068615,Manhattan
3150,E 85 St & York Ave,40.77536905,-73.94803392,Manhattan
3151,E 81 St & York Ave,40.7728384,-73.94989233,Manhattan
3152,3 Ave & E 71 St,40.76873687,-73.96119945,Manhattan
3154,E 77 St & 3 Ave,40.77314236,-73.95856158,Manhattan
3155,Lexington Ave & E 63 St,40.76440023,-73.96648977,Manhattan
3156,E 72 St & York Ave,40.76663814,-73.95348296,Manhattan
3157,East End Ave & E 86 St,40.77518615,-73.94446054,Manhattan
3158,W 63 St & Broadway,40.77163851,-73.98261428,Manhattan
3159,W 67 St & Broadway,40.77492513,-73.98266566,Manhattan
3160,Central Park West & W 76 St,40.77896784,-73.97374737,Manhattan
3161,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,Manhattan
3162,W 78 St & Broadway,40.78339981,-73.98093133,Manhattan
3163,Central Park West & W 68 St,40.7734066,-73.97782542,Manhattan
3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,Manhattan
3165,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,Manhattan
3166,Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449,Manhattan
3167,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,Manhattan
3168,Central Park West & W 85 St,40.78472675,-73.96961715,Manhattan
3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,Manhattan
3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,Manhattan
3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,Manhattan
3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,Manhattan
3173,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,Manhattan
3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,Manhattan
3177,W 84 St & Broadway,40.7867947,-73.977112,Manhattan
3178,Riverside Dr & W 78 St,40.78414472,-73.98362492,Manhattan
3179,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,Brooklyn
3182,Yankee Ferry Terminal,40.686931,-74.016966,Manhattan
3184,Paulus Hook,40.7141454,-74.0335519,JC
3185,City Hall,40.7177325,-74.043845,JC
3186,Grove St PATH,40.71958611647166,-74.04311746358871,JC
3187,Warren St,40.7211236,-74.03805095,JC
3191,Union St,40.7182113,-74.0836394,JC
3192,Liberty Light Rail,40.7112423,-74.0557013,JC
3193,Lincoln Park,40.7246050998869,-74.07840594649315,JC
